gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
TRUB1	Sheet1:1852	True	detail/nucleoplasm/TRUB1/TRUB1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TSACC	研究很多:804	True	detail/nuclear-speckle/TSACC/TSACC-evaluation.md	scored	nuclear-speckle	171	False	COVERED_SCORED	Report present
TSC22D1	Sheet1:1853	True	detail/nuclear-speckle/TSC22D1/TSC22D1-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
TSC22D3	Sheet1:1854	True	detail/rejected/TSC22D3/TSC22D3-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TSC22D4	Sheet1:1855	True	detail/nucleoplasm/TSC22D4/TSC22D4-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TSEN15	研究很多:798	True	detail/rejected/TSEN15/TSEN15-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSEN2	重新pa一下:715	True	detail/nucleolus/TSEN2/TSEN2-evaluation.md	scored	nucleolus	181	False	COVERED_SCORED	Report present
TSEN34	研究很多:799	True	detail/rejected/TSEN34/TSEN34-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSEN54	Sheet1:1856	True	detail/nucleolus/TSEN54/TSEN54-evaluation.md	scored	nucleolus	177	False	COVERED_SCORED	Report present
TSG101	Sheet1:1857	True	detail/rejected/TSG101/TSG101-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TSNAX	重新pa一下:833	True	detail/nucleoplasm/TSNAX/TSNAX-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TSNAXIP1	研究很多:780	True	detail/rejected/TSNAXIP1/TSNAXIP1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPAN13	重新pa一下:507	True	detail/nucleoplasm/TSPAN13/TSPAN13-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
TSPAN2	重新pa一下:829	True	detail/nucleoplasm/TSPAN2/TSPAN2-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TSPAN3	重新pa一下:450	True	detail/nucleoplasm/TSPAN3/TSPAN3-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TSPAN31	研究很多:753	True	detail/nucleoplasm/TSPAN31/TSPAN31-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TSPAN32	研究很多:754	True	detail/nucleoplasm/TSPAN32/TSPAN32-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
TSPAN6	Sheet1:1859	True	detail/nucleolus/TSPAN6/TSPAN6-evaluation.md	scored	nucleolus	119	False	COVERED_SCORED	Report present
TSPAN9	重新pa一下:508	True	detail/nucleoplasm/TSPAN9/TSPAN9-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
TSPY1	重新pa一下:498	True	detail/chromatin/TSPY1/TSPY1-evaluation.md	scored	chromatin	169	False	COVERED_SCORED	Report present
TSPY10	研究很多:748	True	detail/rejected/TSPY10/TSPY10-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPY2	研究很多:749	True	detail/rejected/TSPY2/TSPY2-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPY3	重新pa一下:75	True	detail/chromatin/TSPY3/TSPY3-evaluation.md	scored	chromatin	168	False	COVERED_SCORED	Report present
TSPY4	研究很多:750	True	detail/rejected/TSPY4/TSPY4-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPY8	研究很多:751	True	detail/rejected/TSPY8/TSPY8-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPY9	研究很多:752	True	detail/rejected/TSPY9/TSPY9-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSPYL1	重新pa一下:1374	True	detail/nucleolus/TSPYL1/TSPYL1-evaluation.md	scored	nucleolus	170	False	COVERED_SCORED	Report present
TSPYL2	Sheet1:1860	True	detail/nucleus-cytoplasm/TSPYL2/TSPYL2-evaluation.md	scored	nucleus-cytoplasm	161	False	COVERED_SCORED	Report present
TSPYL6	研究很多:803	True	detail/nucleoplasm/TSPYL6/TSPYL6-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TSR1	重新pa一下:1289	True	detail/nucleolus/TSR1/TSR1-evaluation.md	scored	nucleolus	169	False	COVERED_SCORED	Report present
TSR2	Sheet1:1861	True	detail/nucleoplasm/TSR2/TSR2-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
TSSK1B	重新pa一下:794	True	detail/nuclear-speckle/TSSK1B/TSSK1B-evaluation.md	scored	nuclear-speckle	168	False	COVERED_SCORED	Report present
TSSK3	重新pa一下:449	True	detail/nuclear-speckle/TSSK3/TSSK3-evaluation.md	scored	nuclear-speckle	176	False	COVERED_SCORED	Report present
TSSK6	重新pa一下:830	True	detail/nuclear-speckle/TSSK6/TSSK6-evaluation.md	scored	nuclear-speckle	178	False	COVERED_SCORED	Report present
TSTD1	研究很多:766	True	detail/rejected/TSTD1/TSTD1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TSTD2	研究很多:767	True	detail/nucleoplasm/TSTD2/TSTD2-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TTBK1	研究很多:729	True	detail/nucleoplasm/TTBK1/TTBK1-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TTBK2	Sheet1:1862	True	detail/rejected/TTBK2/TTBK2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TTC12	研究很多:755	True	detail/nuclear-envelope/TTC12/TTC12-evaluation.md	scored	nuclear-envelope	180	False	COVERED_SCORED	Report present
TTC13	研究很多:756	True	detail/nucleoplasm/TTC13/TTC13-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
TTC14	Sheet1:1863	True	detail/nucleoplasm/TTC14/TTC14-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
TTC21A	重新pa一下:158	True	detail/nucleoplasm/TTC21A/TTC21A-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TTC24	研究很多:757	True	detail/nucleoplasm/TTC24/TTC24-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
TTC27	重新pa一下:451	True	detail/nucleoplasm/TTC27/TTC27-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TTC3	Sheet1:1864	True	detail/nucleoplasm/TTC3/TTC3-evaluation.md	scored	nucleoplasm	106	False	COVERED_SCORED	Report present
TTC31	研究很多:758	True	detail/nucleoplasm/TTC31/TTC31-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
TTC32	研究很多:759	True	detail/nucleoplasm/TTC32/TTC32-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
TTC33	重新pa一下:1148	True	detail/nucleoplasm/TTC33/TTC33-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TTC36	重新pa一下:452	True	detail/nucleoplasm/TTC36/TTC36-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
TTC39C	研究很多:760	True	detail/nucleoplasm/TTC39C/TTC39C-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
TTC4	Sheet1:1865	True	detail/nucleoplasm/TTC4/TTC4-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
TTC5	研究很多:761	True	detail/nucleoplasm/TTC5/TTC5-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TTC8	Sheet1:1866	True	detail/nucleolus/TTC8/TTC8-evaluation.md	scored	nucleolus	128	False	COVERED_SCORED	Report present
TTC9	研究很多:762	True	detail/nuclear-speckle/TTC9/TTC9-evaluation.md	scored	nuclear-speckle	169	False	COVERED_SCORED	Report present
TTC9B	研究很多:763	True	detail/nucleoplasm/TTC9B/TTC9B-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
TTC9C	研究很多:764	True	detail/nucleoplasm/TTC9C/TTC9C-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TTF1	研究很少:531	True	detail/rejected/TTF1/TTF1-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
TTF2	Sheet1:1867	True	detail/rejected/TTF2/TTF2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TTI1	重新pa一下:494	True	detail/nucleoplasm/TTI1/TTI1-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TTI2	Sheet1:1868	True	detail/nucleoplasm/TTI2/TTI2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
TTK	Sheet1:1869	True	detail/rejected/TTK/TTK-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TTL	Sheet1:1870	True	detail/rejected/TTL/TTL-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TTLL12	重新pa一下:797	True	detail/nucleoplasm/TTLL12/TTLL12-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
TTLL2	研究很多:808	True	detail/nuclear-envelope/TTLL2/TTLL2-evaluation.md	scored	nuclear-envelope	164	False	COVERED_SCORED	Report present
TTLL5	重新pa一下:1004	True	detail/nucleoplasm/TTLL5/TTLL5-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
TTLL9	研究很多:809	True	detail/nucleoplasm/TTLL9/TTLL9-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
TTN	Sheet1:1871	True	detail/rejected/TTN/TTN-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TUBD1	研究很多:805	True	detail/rejected/TUBD1/TUBD1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
TUBGCP2	重新pa一下:95	True	detail/nucleoplasm/TUBGCP2/TUBGCP2-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
TUSC1	重新pa一下:462	True	detail/nucleoplasm/TUSC1/TUSC1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
TWIST1	研究很少:104	True	detail/rejected/TWIST1/TWIST1-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
TWIST2	Sheet1:1872	True	detail/rejected/TWIST2/TWIST2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TXK	重新pa一下:955	True	detail/nucleolus/TXK/TXK-evaluation.md	scored	nucleolus	181	False	COVERED_SCORED	Report present
TXLNA	重新pa一下:714	True	detail/nucleoplasm/TXLNA/TXLNA-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TXLNG	重新pa一下:669	True	detail/nuclear-envelope/TXLNG/TXLNG-evaluation.md	scored	nuclear-envelope	175	False	COVERED_SCORED	Report present
TXN	Sheet1:1873	True	detail/rejected/TXN/TXN-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TXNDC9	重新pa一下:1002	True	detail/nucleoplasm/TXNDC9/TXNDC9-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TXNIP	研究很少:533	True	detail/rejected/TXNIP/TXNIP-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
TXNL1	Sheet1:1874	True	detail/rejected/TXNL1/TXNL1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TXNL4A	Sheet1:1876	True	detail/nucleoplasm/TXNL4A/TXNL4A-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
TXNL4B	Sheet1:1877	True	detail/nucleolus/TXNL4B/TXNL4B-evaluation.md	scored	nucleolus	170	False	COVERED_SCORED	Report present
TXNRD1	Sheet1:1878	True	detail/rejected/TXNRD1/TXNRD1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TXNRD3	重新pa一下:670	True	detail/nucleoplasm/TXNRD3/TXNRD3-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
TYMP	Sheet1:1879	True	detail/rejected/TYMP/TYMP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
TYSND1	研究很多:802	True	detail/nucleoplasm/TYSND1/TYSND1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
TYW1	Sheet1:1880	True	detail/nucleoplasm/TYW1/TYW1-evaluation.md	scored	nucleoplasm	204	False	COVERED_SCORED	Report present
TYW1B	研究很多:800	True	detail/nucleoplasm/TYW1B/TYW1B-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
TYW2	Sheet1:1881	True	detail/nucleoplasm/TYW2/TYW2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
Tbl1x	Sheet1:1680	True	detail/rejected/Tbl1x/Tbl1x-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Tex19.1	重新pa一下:196	True	detail/rejected/Tex19.1/Tex19.1-evaluation.md	rejected	rejected	158	False	COVERED_REJECTED	Report present
Tex19.2	研究很多:746	True	detail/rejected/Tex19.2/Tex19.2-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
Tex24	研究很多:747	True	detail/rejected/Tex24/Tex24-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
Tfdp1	Sheet1:1728	True	detail/nuclear-envelope/Tfdp1/Tfdp1-evaluation.md	scored	nuclear-envelope	182	False	COVERED_SCORED	Report present
Tincr	Sheet1:1760	True	detail/nucleoplasm/Tincr/Tincr-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
Tnni3k	重新pa一下:454	True	detail/nucleoplasm/Tnni3k/Tnni3k-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
Trap1a	研究很多:810	True	detail/rejected/Trap1a/Trap1a-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
Trappc2	重新pa一下:21	True	detail/nucleoplasm/Trappc2/Trappc2-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
Trim30a	重新pa一下:236	True	detail/rejected/Trim30a/Trim30a-evaluation.md	rejected	rejected	159	False	COVERED_REJECTED	Report present
Tsga8	Sheet1:1858	True	detail/rejected/Tsga8/Tsga8-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Tspyl1	重新pa一下:1372	True	detail/nucleolus/TSPYL1/TSPYL1-evaluation.md	scored	nucleolus	170	False	COVERED_SCORED	Report present via case-normalized gene match
Txnl4a	Sheet1:1875	True	detail/rejected/Txnl4a/Txnl4a-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
U2SURP	重新pa一下:933	True	detail/nucleoplasm/U2SURP/U2SURP-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
UACA	重新pa一下:467	True	detail/nucleoplasm/UACA/UACA-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
UBTF	Sheet1:1882	True	detail/rejected/UBTF/UBTF-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UBTFL1	研究很多:817	True	detail/nucleoplasm/Ubtfl1/Ubtfl1-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present via case-normalized gene match
UBXN1	重新pa一下:927	True	detail/nucleoplasm/UBXN1/UBXN1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
UBXN2A	研究很多:813	True	detail/rejected/UBXN2A/UBXN2A-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
UBXN2B	重新pa一下:463	True	detail/nucleoplasm/UBXN2B/UBXN2B-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
UBXN4	重新pa一下:464	True	detail/nuclear-envelope/UBXN4/UBXN4-evaluation.md	scored	nuclear-envelope	179	False	COVERED_SCORED	Report present
UBXN6	研究很多:814	True	detail/rejected/UBXN6/UBXN6-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
UBXN7	研究很多:815	True	detail/rejected/UBXN7/UBXN7-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
UBXN8	重新pa一下:563	True	detail/nucleolus/UBXN8/UBXN8-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
UCK1	研究很多:820	True	detail/nucleoplasm/UCK1/UCK1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
UCK2	Sheet1:1883	True	detail/nucleoplasm/UCK2/UCK2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
UCKL1	重新pa一下:466	True	detail/nucleoplasm/UCKL1/UCKL1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
UEVLD	重新pa一下:916	True	detail/nucleoplasm/UEVLD/UEVLD-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
UFC1	研究很多:812	True	detail/nuclear-speckle/UFC1/UFC1-evaluation.md	scored	nuclear-speckle	176	False	COVERED_SCORED	Report present
UFD1	Sheet1:1884	True	detail/rejected/UFD1/UFD1-evaluation.md	rejected	rejected	185	False	COVERED_REJECTED	Report present
UFL1	Sheet1:1885	True	detail/chromatin/UFL1/UFL1-evaluation.md	scored	chromatin	98	False	COVERED_SCORED	Report present
UFM1	Sheet1:1886	True	detail/rejected/UFM1/UFM1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
UFSP2	重新pa一下:1152	True	detail/nucleoplasm/UFSP2/UFSP2-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
UHMK1	Sheet1:1887	True	detail/nucleoplasm/UHMK1/UHMK1-evaluation.md	scored	nucleoplasm	185	False	COVERED_SCORED	Report present
UIMC1	重新pa一下:703	True	detail/nuclear-speckle/UIMC1/UIMC1-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
UMAD1	研究很多:811	True	detail/nucleoplasm/UMAD1/UMAD1-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
UNC45A	Sheet1:1888	True	detail/nuclear-speckle/UNC45A/UNC45A-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
UNC93B1	Sheet1:1889	True	detail/rejected/UNC93B1/UNC93B1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UNCX	Sheet1:1890	True	detail/nucleoplasm/UNCX/UNCX-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
UNG	Sheet1:1891	True	detail/rejected/UNG/UNG-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UPK3A	Sheet1:1892	True	detail/rejected/UPK3A/UPK3A-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UPP1	Sheet1:1893	True	detail/nucleoplasm/UPP1/UPP1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
UPP2	重新pa一下:465	True	detail/nucleoplasm/UPP2/UPP2-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
UPRT	Sheet1:1894	True	detail/rejected/UPRT/UPRT-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
URB1	Sheet1:1895	True	detail/nucleolus/URB1/URB1-evaluation.md	scored	nucleolus	172	False	COVERED_SCORED	Report present
URB2	重新pa一下:831	True	detail/nucleolus/URB2/URB2-evaluation.md	scored	nucleolus	178	False	COVERED_SCORED	Report present
URGCP	研究很多:816	True	detail/rejected/URGCP/URGCP-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
URI1	研究很多:819	True	detail/rejected/URI1/URI1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
URM1	Sheet1:1896	True	detail/rejected/URM1/URM1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UROD	Sheet1:1897	True	detail/rejected/UROD/UROD-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UROS	Sheet1:1898	True	detail/rejected/UROS/UROS-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
USB1	Sheet1:1899	True	detail/nucleoplasm/USB1/USB1-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
USF1	研究很少:380	True	detail/rejected/USF1/USF1-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
USF2	Sheet1:1900	True	detail/rejected/USF2/USF2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
USF3	Sheet1:1901	True	detail/nucleoplasm/USF3/USF3-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
USHBP1	重新pa一下:163	True	detail/nucleoplasm/USHBP1/USHBP1-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
USO1	重新pa一下:951	True	detail/nucleolus/USO1/USO1-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
UTY	Sheet1:1902	True	detail/rejected/UTY/UTY-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
UVRAG	重新pa一下:1153	True	detail/rejected/UVRAG/UVRAG-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
UVSSA	Sheet1:1903	True	detail/chromatin/UVSSA/UVSSA-evaluation.md	scored	chromatin	173	False	COVERED_SCORED	Report present
UXT	Sheet1:1904	True	detail/rejected/UXT/UXT-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
Ubtfl1	研究很多:818	True	detail/nucleoplasm/Ubtfl1/Ubtfl1-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
VAX1	Sheet1:1905	True	detail/nucleoplasm/VAX1/VAX1-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
VAX2	Sheet1:1906	True	detail/nuclear-speckle/VAX2/VAX2-evaluation.md	scored	nuclear-speckle	178	False	COVERED_SCORED	Report present
