gene,protein_full_name,status,category,score,nuclear_score,is_new,mtime,size_score,novelty_score,structure_score,domain_score,ppi_score,corroboration_score,recommendation,pubmed_count,localization,rejection_reason,source_table_status,source_table_category,report_path,docs_report_path,category_page,lines,has_hpa,has_if_image,has_pae,has_pdb,has_ppi,has_pubmed,has_scoring_table,has_manual_review,duplicate_count,duplicate_type,is_primary_candidate,known_backlog_flags,parse_quality,parse_notes
CNTFR,Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha),rejected,rejected,,2,False,,,,,,,,,103,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CNTFR/CNTFR-evaluation.md,reports/CNTFR.html,category/rejected.html,188,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COA3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial (Coiled-coil domain-containing protein 56) (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 12 kDa)",rejected,rejected,,2,False,,,,,,,,,20,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COA3/COA3-evaluation.md,reports/COA3.html,category/rejected.html,171,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COA5,Cytochrome c oxidase assembly factor 5,rejected,rejected,,2,False,,,,,,,,,20,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COA5/COA5-evaluation.md,reports/COA5.html,category/rejected.html,195,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COG1,Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1),rejected,rejected,,2,False,,,,,,,,,82,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COG1/COG1-evaluation.md,reports/COG1.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COG2,Conserved oligomeric Golgi complex subunit 2 (COG complex subunit 2) (Component of oligomeric Golgi complex 2) (Low density lipoprotein receptor defect C-complementing protein),rejected,rejected,,2,False,,,,,,,,,42,Golgi apparatus,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COG2/COG2-evaluation.md,reports/COG2.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COG8,Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8),rejected,rejected,,2,False,,,,,,,,,40,Golgi apparatus,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COG8/COG8-evaluation.md,reports/COG8.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COL2A1,,rejected,rejected,,,False,,,,,,,,,2007,rejected,PubMed >100,rejected,rejected,detail/rejected/COL2A1/COL2A1-evaluation.md,reports/COL2A1.html,category/rejected.html,38,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
COL9A3,,rejected,rejected,,,False,,,,,,,,,128,rejected,PubMed >100,rejected,rejected,detail/rejected/COL9A3/COL9A3-evaluation.md,reports/COL9A3.html,category/rejected.html,38,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
COMMD2,COMM domain-containing protein 2,rejected,rejected,,2,False,,,,,,,,,20,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COMMD2/COMMD2-evaluation.md,reports/COMMD2.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COMTD1,Catechol O-methyltransferase domain-containing protein 1 (EC 2.1.1.-),rejected,rejected,,2,False,,,,,,,,,20,"Golgi apparatus; 额外: Plasma membrane, Cytosol",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COMTD1/COMTD1-evaluation.md,reports/COMTD1.html,category/rejected.html,184,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COP1,Caspase recruitment domain-containing protein 16 (Caspase recruitment domain-only protein 1) (CARD-only protein 1) (Caspase-1 inhibitor COP) (Pseudo interleukin-1 beta converting enzyme) (Pseudo-ICE) (Pseudo-IL1B-converting enzyme),rejected,rejected,,3,False,,,,,,,,,672,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/COP1/COP1-evaluation.md,reports/COP1.html,category/rejected.html,184,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COPA,,rejected,rejected,,,False,,,,,,,,,456,rejected,PubMed >100,rejected,rejected,detail/rejected/COPA/COPA-evaluation.md,reports/COPA.html,category/rejected.html,38,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ10A,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial",rejected,rejected,,2,False,,,,,,,,,20,"Endoplasmic reticulum, Cytosol; 额外: Golgi apparatus",核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COQ10A/COQ10A-evaluation.md,reports/COQ10A.html,category/rejected.html,175,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ10B,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial",rejected,rejected,,2,False,,,,,,,,,20,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COQ10B/COQ10B-evaluation.md,reports/COQ10B.html,category/rejected.html,171,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ2,"4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate decaprenyltransferase) (COQ2 homolog) (hCOQ2) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)",rejected,rejected,,2,False,,,,,,,,,219,Cytosol,PubMed >100,rejected,rejected,detail/rejected/COQ2/COQ2-evaluation.md,reports/COQ2.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ4,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)",rejected,rejected,,2,False,,,,,,,,,59,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COQ4/COQ4-evaluation.md,reports/COQ4.html,category/rejected.html,186,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.15.45) (2-methoxy-6-polyprenolphenol 4-hydroxylase) (EC 1.14.15.46) (Coenzyme Q10 monooxygenase 6)",rejected,rejected,,2,False,,,,,,,,,110,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/COQ6/COQ6-evaluation.md,reports/COQ6.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ8A,"Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",rejected,rejected,,2,False,,,,,,,,,20,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COQ8A/COQ8A-evaluation.md,reports/COQ8A.html,category/rejected.html,171,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ8B,"Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)",rejected,rejected,,2,False,,,,,,,,,20,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COQ8B/COQ8B-evaluation.md,reports/COQ8B.html,category/rejected.html,173,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COQ9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",rejected,rejected,,2,False,,,,,,,,,102,"Mitochondria, Cytosol",PubMed >100,rejected,rejected,detail/rejected/COQ9/COQ9-evaluation.md,reports/COQ9.html,category/rejected.html,196,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CORO1A,Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO),rejected,rejected,,2,False,,,,,,,,,147,Cytosol,PubMed >100,rejected,rejected,detail/rejected/CORO1A/CORO1A-evaluation.md,reports/CORO1A.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CORO1C,Coronin-1C (Coronin-3) (hCRNN4),rejected,rejected,,2,False,,,,,,,,,57,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CORO1C/CORO1C-evaluation.md,reports/CORO1C.html,category/rejected.html,190,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CORO7-PAM16,,rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CORO7-PAM16/CORO7-PAM16-evaluation.md,reports/CORO7-PAM16.html,category/rejected.html,32,True,False,False,False,True,False,False,False,1,NONE,True,,GOOD,missing_pubmed_marker
COX14,Cytochrome c oxidase assembly protein COX14,rejected,rejected,,2,False,,,,,,,,,22,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX14/COX14-evaluation.md,reports/COX14.html,category/rejected.html,196,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX16,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial (hCOX16)",rejected,rejected,,2,False,,,,,,,,,16,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX16/COX16-evaluation.md,reports/COX16.html,category/rejected.html,175,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX17,Cytochrome c oxidase copper chaperone,rejected,rejected,,2,False,,,,,,,,,138,Mitochondria,PubMed >100,rejected,rejected,detail/rejected/COX17/COX17-evaluation.md,reports/COX17.html,category/rejected.html,176,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX18,"Cytochrome c oxidase assembly protein COX18, mitochondrial (COX18Hs) (Cytochrome c oxidase assembly protein 18)",rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX18/COX18-evaluation.md,reports/COX18.html,category/rejected.html,162,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX19,Cytochrome c oxidase assembly protein COX19 (hCOX19),rejected,rejected,,2,False,,,,,,,,,20,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX19/COX19-evaluation.md,reports/COX19.html,category/rejected.html,163,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX20,"Cytochrome c oxidase assembly protein COX20, mitochondrial",rejected,rejected,,2,False,,,,,,,,,20,Mitochondria,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX20/COX20-evaluation.md,reports/COX20.html,category/rejected.html,171,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX6B1,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1),rejected,rejected,,2,False,,,,,,,,,20,Mitochondria; 额外: Principal piece,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX6B1/COX6B1-evaluation.md,reports/COX6B1.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX7A1,"Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)",rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX7A1/COX7A1-evaluation.md,reports/COX7A1.html,category/rejected.html,174,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)",rejected,rejected,,2,False,,,,,,,,,45,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX7A2/COX7A2-evaluation.md,reports/COX7A2.html,category/rejected.html,178,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)",rejected,rejected,,2,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX7C/COX7C-evaluation.md,reports/COX7C.html,category/rejected.html,173,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COX8A,"Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)",rejected,rejected,,2,False,,,,,,,,,24,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/COX8A/COX8A-evaluation.md,reports/COX8A.html,category/rejected.html,177,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPAMD8,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,rejected,rejected,,2,False,,,,,,,,,43,Focal adhesion sites,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CPAMD8/CPAMD8-evaluation.md,reports/CPAMD8.html,category/rejected.html,186,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPLX1,Complexin-1 (Complexin I) (CPX I) (Synaphin-2),rejected,rejected,,2,False,,,,,,,,,20,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CPLX1/CPLX1-evaluation.md,reports/CPLX1.html,category/rejected.html,177,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPLX3,Complexin-3 (Complexin III) (CPX III),rejected,rejected,,2,False,,,,,,,,,18,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CPLX3/CPLX3-evaluation.md,reports/CPLX3.html,category/rejected.html,179,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPNE5,Copine-5 (Copine V),rejected,rejected,,2,False,,,,,,,,,13,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CPNE5/CPNE5-evaluation.md,reports/CPNE5.html,category/rejected.html,197,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPT1C,"Palmitoyl thioesterase CPT1C (EC 3.1.2.22) (Carnitine O-palmitoyltransferase 1, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C) (Carnitine palmitoyltransferase I) (CPT I-C)",rejected,rejected,,2,False,,,,,,,,,161,暂无HPA定位数据,PubMed >100,rejected,rejected,detail/rejected/CPT1C/CPT1C-evaluation.md,reports/CPT1C.html,category/rejected.html,165,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CPVL,"Probable serine carboxypeptidase CPVL (EC 3.4.16.-) (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein) (hVLP)",rejected,rejected,,2,False,,,,,,,,,124,Endoplasmic reticulum,PubMed >100,rejected,rejected,detail/rejected/CPVL/CPVL-evaluation.md,reports/CPVL.html,category/rejected.html,170,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRABP1,,rejected,rejected,,,False,,,,,,,,,166,rejected,PubMed >100,rejected,rejected,detail/rejected/CRABP1/CRABP1-evaluation.md,reports/CRABP1.html,category/rejected.html,43,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRACR2A,EF-hand calcium-binding domain-containing protein 4B (Calcium release-activated calcium channel regulator 2A) (CRAC channel regulator 2A) (Calcium release-activated channel regulator 2A) (Ras-related protein Rab-46) (EC 3.6.5.2),rejected,rejected,,2,False,,,,,,,,,13,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRACR2A/CRACR2A-evaluation.md,reports/CRACR2A.html,category/rejected.html,190,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRACR2B,EF-hand calcium-binding domain-containing protein 4A (Calcium release-activated calcium channel regulator 2B) (CRAC channel regulator 2B) (Calcium release-activated channel regulator 2B),rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRACR2B/CRACR2B-evaluation.md,reports/CRACR2B.html,category/rejected.html,167,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRBNP,CRBNP (UniProt未获取),rejected,rejected,,3,False,,,,,,,,,20,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRBNP/CRBNP-evaluation.md,reports/CRBNP.html,category/rejected.html,154,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRLF3,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRLF3/CRLF3-evaluation.md,reports/CRLF3__rejected.html,category/rejected.html,36,True,False,False,False,True,False,False,False,2,SCORED_REJECTED_CONFLICT,False,duplicate:SCORED_REJECTED_CONFLICT,GOOD,missing_pubmed_marker
CRLS1,Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41) (Protein GCD10 homolog),rejected,rejected,,2,False,,,,,,,,,34,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRLS1/CRLS1-evaluation.md,reports/CRLS1.html,category/rejected.html,176,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRNKL1,Crooked neck-like protein 1 (Crooked neck homolog) (hCrn),rejected,rejected,,3,False,,,,,,,,,11,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRNKL1/CRNKL1-evaluation.md,reports/CRNKL1.html,category/rejected.html,177,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CROT,Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137),rejected,rejected,,2,False,,,,,,,,,58,Vesicles,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CROT/CROT-evaluation.md,reports/CROT.html,category/rejected.html,167,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRP,,rejected,rejected,,,False,,,,,,,,,62408,rejected,PubMed >100,rejected,rejected,detail/rejected/CRP/CRP-evaluation.md,reports/CRP.html,category/rejected.html,38,True,False,False,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRPPA,D-ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein) (Isoprenoid synthase domain-containing protein) (hISPD),rejected,rejected,,2,False,,,,,,,,,13,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRPPA/CRPPA-evaluation.md,reports/CRPPA.html,category/rejected.html,186,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRYAA2,,rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRYAA2/CRYAA2-evaluation.md,reports/CRYAA2.html,category/rejected.html,32,True,False,False,False,True,False,False,False,1,NONE,True,,GOOD,missing_pubmed_marker
CRYBB1,Beta-crystallin B1 (Beta-B1 crystallin),rejected,rejected,,3,False,,,,,,,,,88,暂无HPA定位数据,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRYBB1/CRYBB1-evaluation.md,reports/CRYBB1.html,category/rejected.html,178,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CRYGD,,rejected,rejected,,,False,,,,,,,,,—,rejected,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRYGD/CRYGD-evaluation.md,reports/CRYGD.html,category/rejected.html,18,False,False,False,True,False,False,False,False,1,NONE,True,parse_quality:PARTIAL,PARTIAL,thin_report_lt25_lines;missing_hpa_marker;missing_pubmed_marker
CRYGS,Gamma-crystallin S (Beta-crystallin S) (Gamma-S-crystallin),rejected,rejected,,2,False,,,,,,,,,48,Cytosol,核定位 ≤3（非核蛋白）,rejected,rejected,detail/rejected/CRYGS/CRYGS-evaluation.md,reports/CRYGS.html,category/rejected.html,182,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
