gene_symbol	species	full_name	aliases	uniprot_accession	uniprot_entry_name	uniprot_length	uniprot_reviewed	uniprot_pubmed_count	pubmed_count_strict	pubmed_count_loose	citations	hotness	hpa_nuclear	hpa_locations	hpa_reliability	compartments_nuclear_score	compartments_nuclear_evidence	uniprot_subcellular	uniprot_all_gene_names	uniprot_go_c	uniprot_go_ids	tier	num_sources	evidence_quality	source_uniprot	source_hpa	source_compartments	category	category_reason	final_category	ChIP_Atlas_class	ChIP_Atlas_antigen	ChIP_Atlas_hg38	ChIP_Atlas_mm10	ENCODE_ChIP_WT	ENCODE_ChIP_pert	ATAC_perturbed	FP80_Degree	FP80_Nuclear_Degree	FP80_ChIP_Neighbor_Degree	FP90_Degree	FP90_Nuclear_Degree	FP90_ChIP_Neighbor_Degree	BioGRID_Human_Degree	BioGRID_Human_Nuclear_Degree	BioGRID_Human_ChIP_Neighbor_Degree	BioGRID_Mouse_Degree	BioGRID_Mouse_Nuclear_Degree	BioGRID_Mouse_ChIP_Neighbor_Degree	STRING_Human_Degree	STRING_Human_Nuclear_Degree	STRING_Human_ChIP_Neighbor_Degree	STRING_Mouse_Degree	STRING_Mouse_Nuclear_Degree	STRING_Mouse_ChIP_Neighbor_Degree	Combined_BS_Human_Degree	Combined_BS_Human_Nuclear_Degree	Combined_BS_Human_ChIP_Neighbor_Degree	Combined_BS_Mouse_Degree	Combined_BS_Mouse_Nuclear_Degree	Combined_BS_Mouse_ChIP_Neighbor_Degree	Has_FP80_PPI	Has_FP90_PPI	Has_BioGRID_Human_PPI	Has_BioGRID_Mouse_PPI	Has_STRING_Human_PPI	Has_STRING_Mouse_PPI	Has_Combined_BS_Human_PPI	Has_Combined_BS_Mouse_PPI	Has_Any_Human_PPI	Has_Any_Mouse_PPI	Has_Any_PPI
Raa1	mouse	Ribonuclease A a1		W0UVC2	W0UVC2_MOUSE	158	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}. Secreted {ECO:0000256|ARBA:ARBA00004613}.	Raa1			4	1	0	True	False	False	suspicious_nonfamily	extracellular_membrane	suspicious_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Raa2	mouse	Ribonuclease A a2		W0UTF1	W0UTF1_MOUSE	160	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|ARBA:ARBA00004604}. Secreted {ECO:0000256|ARBA:ARBA00004613}.	Raa2			4	1	0	True	False	False	suspicious_nonfamily	extracellular_membrane	suspicious_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ramacl	mouse	RNA guanine-7 methyltransferase activating subunit like	Gm10767	Q3TQP0	Q3TQP0_MOUSE	103	False	8			8	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Ramacl Gm10767			4	1	0	True	False	False	unclassified_core_nuclear	reclassified_to_RBP	rbp_rnp_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	4	4	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	True	False	False	False	False	False	False	True	True	True
Rbm31y	mouse	RNA binding motif 31, Y-linked	Gm21379	Q9D3U4	Q9D3U4_MOUSE	565	False	8			8	中等	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Rbm31y Gm21379			4	1	0	True	False	False	rbp_rnp_nonfamily	RBP_RNP	rbp_rnp_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	16	7	0	False	False	False	False	False	True	False	True	False	True	True
Refbp2	mouse	RNA and export factor binding protein 2		D9J342	D9J342_MOUSE	218	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Refbp2			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox1	mouse	Reproductive homeobox 1		B1APN4	B1APN4_MOUSE	224	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox1			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	0	0	0	0	3	3	1	False	False	False	True	False	True	False	True	False	True	True
Rhox2a	mouse	Reproductive homeobox 2A	Rhox2e	Q9D4Y3	Q9D4Y3_MOUSE	191	False	10			10	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2a Rhox2e			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox2b	mouse	Reproductive homeobox 2B	Rhox2d	A2A447	A2A447_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2b Rhox2d			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox2c	mouse	Reproductive homeobox 2C		A2AWL9	A2AWL9_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2c			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox2d	mouse	Reproductive homeobox 2D		W4VSN9	W4VSN9_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2d			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox2e	mouse	Reproductive homeobox 2E		V9GXL3	V9GXL3_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2e			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox2f	mouse	Reproductive homeobox 2F		A2ANE0	A2ANE0_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2f			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox2g	mouse	Reproductive homeobox 2G		L7MUB9	L7MUB9_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2g			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	3	0	False	False	False	False	False	True	False	True	False	True	True
Rhox2h	mouse	Reproductive homeobox 2H		K7N6P1	K7N6P1_MOUSE	191	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox2h			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox3c	mouse	Reproductive homeobox 3C		A2AWM0	A2AWM0_MOUSE	215	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox3c			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox3e	mouse	Reproductive homeobox 3A	Rhox3a; Rhox3a2	Q4TU90	Q4TU90_MOUSE	215	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox3e Rhox3a Rhox3a2			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox3f	mouse	Reproductive homeobox 3F		A2ANE1	A2ANE1_MOUSE	215	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox3f			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	False	False	False	False	False	True	False	True	False	True	True
Rhox3g	mouse	Reproductive homeobox 3G	Rhox3g-ps	B9EJQ9	B9EJQ9_MOUSE	160	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox3g Rhox3g-ps			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox3h	mouse	Reproductive homeobox 3H		L7MU37	L7MU37_MOUSE	215	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox3h			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox4a2	mouse	Reproductive homeobox 4A	Rhox4.1;Rhox4a	B7ZWB1;Q9D3I8	Q9D3I8_MOUSE	205	False	11			11	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4a2 Rhox4.1 Rhox4a			4	1	0	True	False	False	families	family_HOX;merged_Rhox4a	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4b	mouse	Homeobox protein EHOX	Ehox; Rhox4.2	Q9JI43	Q9JI43_MOUSE	205	False	5			5	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4b Ehox Rhox4.2			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4c	mouse	Reproductive homeobox 4C	Rhox4.3	Q2MDG1	Q2MDG1_MOUSE	205	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4c Rhox4.3			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4d	mouse	Reproductive homeobox 4D	Rhox4.4	Q2MDG0	Q2MDG0_MOUSE	205	False	4			4	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4d Rhox4.4			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4e	mouse	Reproductive homeobox 4E	Rhox4.5	Q504P9	Q504P9_MOUSE	205	False	4			4	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4e Rhox4.5			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4f	mouse	Reproductive homeobox 4F	Rhox4.6; Rhox4h	Q2MDF8	Q2MDF8_MOUSE	205	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4f Rhox4.6 Rhox4h			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox4g	mouse	Reproductive homeobox 4G	Rhox4.7	Q2MDF7	Q2MDF7_MOUSE	205	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox4g Rhox4.7			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Rhox6	mouse	Homeobox domain-containing protein	Psx1	Q8BPD6	Q8BPD6_MOUSE	227	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox6 Psx1			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	3	0	0	0	0	4	4	1	False	False	False	True	False	True	False	True	False	True	True
Rhox7a	mouse	Reproductive homeobox 7A		A2A4F1	A2A4F1_MOUSE	281	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox7a			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	False	False	False	False	False	True	False	True	False	True	True
Rhox7b	mouse	Reproductive homeobox 7B		A6PW38	A6PW38_MOUSE	321	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox7b			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	False	False	False	False	False	True	False	True	False	True	True
Rhox9	mouse	Homeobox protein GPBOX	Gpbox; Psx2	Q9EQM5	Q9EQM5_MOUSE	227	False	4			4	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.	Rhox9 Gpbox Psx2			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	3	2	0	False	False	False	False	False	True	False	True	False	True	True
Setdb2-Phf11	mouse	Setdb2-Phf11 fusion protein variant 1	fusion	X2BYU1	X2BYU1_MOUSE	297	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Setdb2-Phf11 fusion			4	1	0	True	False	False	families	family_Histone_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Snhg4	mouse	Matrin-3		A0A494B9X1	A0A494B9X1_MOUSE	403	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000256|ARBA:ARBA00004109}.	Snhg4			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Taf7l2	mouse	Taf7l2		Q3V063	Q3V063_MOUSE	378	False	9			9	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Taf7l2			4	1	0	True	False	False	families	family_TFIID_TFII	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	13	0	0	0	24	24	13	False	False	False	False	False	True	False	True	False	True	True
Tce8	mouse	KRAB-zinc finger protein		Q6R5P3	Q6R5P3_MOUSE	634	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Tce8			4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Tes3-ps	mouse	DCN1-like protein	Tes3	A0A1Y7VP24;Q3TMV8;Q99NE7	A0A1Y7VP24_MOUSE	259	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Tes3-ps			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified;merged_Tes3	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6	3	1	0	0	0	7	4	2	False	False	False	True	False	True	False	True	False	True	True
Tgif2lx	mouse	Tgif2lx protein		Q2NKH6	Q2NKH6_MOUSE	231	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|PROSITE-ProRule:PRU00108}.	Tgif2lx			4	1	0	True	False	False	families	family_HOX	families	TFs and others	TGIF2LX	WT:1/pert:0	WT:0/pert:0	0	0	False	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	True	True	True
Tgif2lx2	mouse	TGFB-induced factor homeobox 2-like, X-linked 1	Tgif2lx1	Q8K5B9	Q8K5B9_MOUSE	231	False	9			9	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|PROSITE-ProRule:PRU00108}.	Tgif2lx2 Tgif2lx1			4	1	0	True	False	False	families	family_HOX	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	0	0	0	6	4	2	False	False	False	False	False	True	False	True	False	True	True
Tsh1	mouse	Teashirt 1		Q6XBN5	Q6XBN5_MOUSE	236	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Tsh1			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Ubb-ps	mouse	Ubiquitin-like domain-containing protein	Gm1821; Ubb	Q8C2K3	Q8C2K3_MOUSE	153	False	6			6	中等	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Ubb-ps Gm1821 Ubb			4	1	0	True	False	False	suspicious_nonfamily	proteasome_ubiquitin	suspicious_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
LOC402468	mouse	dual-specificity kinase	V9GZR3	V9GZR3	V9GZR3_MOUSE	306	False	1			1	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.				4	1	0	True	False	False	unclassified_core_nuclear	symbol_renamed_from_V9GZR3	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Yae1d1	mouse	Yae1 domain containing 1	1600012F09Rik	Q9DAY6	Q9DAY6_MOUSE	216	False	9			9	中等	False					SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Yae1d1 1600012F09Rik			4	1	0	True	False	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	False	False	False	False	False	True	False	True	False	True	True
Zbtb47	mouse	Zinc finger and BTB domain containing 47	Zfp651	E9PZ11	E9PZ11_MOUSE	729	False	2			2	较少	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zbtb47 Zfp651			4	1	0	True	False	True	zinc_finger_nonfamily	Zinc_finger;merged_Zfp651	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zc3h7a	mouse	C3H1-type domain-containing protein		Q3TIQ4	Q3TIQ4_MOUSE	970	False	6			6	中等	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zc3h7a			4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zc3h7b	mouse	Zinc finger CCCH type containing 7B		F8VPP8	F8VPP8_MOUSE	982	False	4			4	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zc3h7b			4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	2	2	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	3	2	0	True	False	False	True	False	True	False	True	True	True	True
Zfp1000	mouse	Mszf85	Gm10139; Gm17404; mszf85	O88245	O88245_MOUSE	57	False	3			3	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zfp1000 Gm10139 Gm17404 mszf85			4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zfp1003	mouse	Zinc finger protein 1003		F6QUW6	F6QUW6_MOUSE	88	False	2			2	较少	False					SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zfp1003			4	1	0	True	False	False	zinc_finger_nonfamily	Zinc_finger	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zfp1004	mouse	Zinc finger protein 1004	Gm14139	A2ANU6;F6ZS36	F6ZS36_MOUSE	494	False	2			2	较少	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zfp1004 Gm14139			4	1	0	True	False	True	zinc_finger_nonfamily	Zinc_finger;merged_Gm14139	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zfp1005	mouse	Zinc finger protein 1005	Gm14124	A2AU83	A2AU83_MOUSE	715	False	2			2	较少	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zfp1005 Gm14124			4	1	0	True	False	True	zinc_finger_nonfamily	Zinc_finger;merged_Gm14124	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
Zfp1006	mouse	Zinc finger protein 1006	2610044O15Rik8	A0A087WRJ1	A0A087WRJ1_MOUSE	410	False	2			2	较少	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	Zfp1006 2610044O15Rik8			4	1	0	True	False	True	zinc_finger_nonfamily	Zinc_finger;merged_2610044O15Rik8	zinc_finger_nonfamily			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False
